kernelSize;density;delta
96;40;0,079435
94;66;0,076800
97;8;0,102552
93;73;0,080097
92;92;0,078900
95;42;0,080744
96;41;0,085059
97;9;0,111999
93;74;0,080798
94;67;0,077353
96;42;0,083227
92;93;0,078564
95;43;0,078331
97;10;0,113067
93;75;0,079872
96;43;0,081211
94;68;0,077084
95;44;0,079330
92;94;0,076841
97;11;0,109766
93;76;0,079916
96;44;0,081256
94;69;0,076177
95;45;0,078761
92;95;0,077494
97;12;0,107256
93;77;0,079478
96;45;0,080972
95;46;0,078235
94;70;0,076430
92;96;0,076166
97;13;0,106922
96;46;0,079706
93;78;0,079906
95;47;0,079370
94;71;0,075973
92;97;0,077016
97;14;0,099597
96;47;0,079692
95;48;0,078235
93;79;0,077629
94;72;0,075903
97;15;0,098551
92;98;0,076521
95;49;0,077720
96;48;0,079540
93;80;0,077718
94;73;0,075205
97;16;0,095654
92;99;0,075559
96;49;0,080051
95;50;0,077405
94;74;0,075364
93;81;0,077721
97;17;0,096639
96;50;0,079651
97;18;0,090446
92;100;0,075462
93;82;0,077258
94;75;0,076500
95;51;0,077944
96;51;0,079606
97;19;0,080932
95;52;0,076027
93;83;0,077110
94;76;0,075027
98;1;0,245570
96;52;0,078203
97;20;0,092299
95;53;0,076273
93;84;0,076954
98;2;0,190658
94;77;0,075241
96;53;0,077558
97;21;0,088089
98;3;0,133859
93;85;0,074304
95;54;0,073504
94;78;0,075192
96;54;0,075957
97;22;0,091578
98;4;0,121650
95;55;0,071866
93;86;0,077293
97;23;0,091412
98;5;0,117523
94;79;0,073860
96;55;0,073598
95;56;0,074711
93;87;0,077917
97;24;0,090683
98;6;0,118604
96;56;0,076413
94;80;0,073568
95;57;0,075091
93;88;0,077874
97;25;0,090672
98;7;0,098183
94;81;0,074291
96;57;0,074692
95;58;0,074744
98;8;0,101415
97;26;0,088783
93;89;0,077933
94;82;0,072617
95;59;0,074765
96;58;0,074781
98;9;0,103952
97;27;0,083726
93;90;0,077588
94;83;0,074142
95;60;0,073570
96;59;0,074783
98;10;0,105805
97;28;0,085248
93;91;0,077036
94;84;0,072514
95;61;0,071845
98;11;0,097821
96;60;0,074200
97;29;0,084171
93;92;0,078416
94;85;0,071689
95;62;0,074607
98;12;0,093191
96;61;0,071339
97;30;0,081773
98;13;0,096433
95;63;0,076284
94;86;0,074328
93;93;0,078208
97;31;0,081504
96;62;0,077522
98;14;0,089326
97;32;0,084236
94;87;0,074220
95;64;0,075915
96;63;0,076121
93;94;0,077532
1;35;0,494444
97;33;0,082682
98;15;0,095383
95;65;0,075541
94;88;0,074100
96;64;0,076370
93;95;0,077595
97;34;0,082108
98;16;0,091402
95;66;0,075142
94;89;0,075022
96;65;0,075594
93;96;0,077175
97;35;0,081925
98;17;0,092171
95;67;0,075477
94;90;0,072774
96;66;0,076417
97;36;0,079018
93;97;0,076625
98;18;0,086563
95;68;0,074790
94;91;0,071611
97;37;0,074851
98;19;0,075691
96;67;0,075855
95;69;0,072568
93;98;0,076537
94;92;0,075021
97;38;0,079378
96;68;0,075716
95;70;0,073155
98;20;0,086392
93;99;0,076037
97;39;0,080396
94;93;0,074745
96;69;0,073700
95;71;0,072119
98;21;0,083712
97;40;0,077447
93;100;0,076823
98;22;0,091380
94;94;0,074073
96;70;0,074482
95;72;0,072229
98;23;0,088765
99;1;0,243014
95;73;0,072383
97;41;0,081357
96;71;0,074793
94;95;0,074372
99;2;0,185223
98;24;0,087129
97;42;0,079077
95;74;0,071451
94;96;0,073807
96;72;0,074047
99;3;0,139950
98;25;0,087140
97;43;0,077986
95;75;0,073396
96;73;0,074542
99;4;0,129646
94;97;0,073352
98;26;0,083990
97;44;0,077361
99;5;0,113565
95;76;0,073006
96;74;0,073422
94;98;0,073373
97;45;0,076902
98;27;0,079612
99;6;0,117697
95;77;0,073069
96;75;0,074335
94;99;0,073089
97;46;0,076903
99;7;0,093154
98;28;0,081859
95;78;0,073417
96;76;0,073507
97;47;0,077914
94;100;0,072755
99;8;0,103145
98;29;0,082661
95;79;0,071909
96;77;0,073774
97;48;0,076181
99;9;0,111672
100;1;0,245606
98;30;0,080251
95;80;0,071953
99;10;0,109505
96;78;0,073401
100;2;0,174878
97;49;0,077073
98;31;0,078123
95;81;0,071566
100;3;0,132898
97;50;0,075934
99;11;0,103527
96;79;0,073647
98;32;0,081380
95;82;0,071737
100;4;0,117996
97;51;0,075856
99;12;0,096511
98;33;0,079127
96;80;0,073090
95;83;0,072004
100;5;0,115567
99;13;0,100149
98;34;0,079552
97;52;0,074528
96;81;0,073095
100;6;0,119335
95;84;0,072078
99;14;0,093228
98;35;0,079451
100;7;0,096996
97;53;0,075420
96;82;0,070965
95;85;0,069906
99;15;0,094845
98;36;0,077554
100;8;0,101920
97;54;0,074019
96;83;0,072789
99;16;0,093354
95;86;0,070801
100;9;0,111865
98;37;0,072316
97;55;0,070997
99;17;0,094180
96;84;0,071345
95;87;0,071975
100;10;0,108041
98;38;0,077231
97;56;0,074988
99;18;0,088411
95;88;0,072470
100;11;0,107566
98;39;0,077506
96;85;0,069361
97;57;0,074037
99;19;0,081307
100;12;0,100317
95;89;0,073282
98;40;0,077309
96;86;0,072081
99;20;0,086771
97;58;0,073868
100;13;0,102982
95;90;0,071721
98;41;0,080022
96;87;0,072134
99;21;0,084865
97;59;0,072636
100;14;0,097571
98;42;0,078517
99;22;0,094275
95;91;0,070726
96;88;0,072752
100;15;0,101558
97;60;0,072697
99;23;0,092076
95;92;0,072344
98;43;0,077658
100;16;0,095784
96;89;0,073279
97;61;0,070759
99;24;0,091479
95;93;0,072647
100;17;0,096196
98;44;0,077322
96;90;0,071684
97;62;0,074744
99;25;0,089324
100;18;0,091922
95;94;0,072232
96;91;0,070882
98;45;0,077263
97;63;0,073645
99;26;0,088571
100;19;0,083286
95;95;0,072568
96;92;0,072643
97;64;0,073758
99;27;0,085438
100;20;0,089534
98;46;0,077063
95;96;0,072483
99;28;0,085491
96;93;0,072865
97;65;0,073148
100;21;0,087618
98;47;0,075938
95;97;0,072660
99;29;0,085358
96;94;0,073372
97;66;0,072823
100;22;0,093667
98;48;0,075117
99;30;0,081735
95;98;0,071650
97;67;0,072778
100;23;0,090972
96;95;0,072944
98;49;0,075500
99;31;0,083030
95;99;0,072008
100;24;0,088430
97;68;0,073829
98;50;0,074411
96;96;0,073144
99;32;0,084009
95;100;0,071655
100;25;0,087691
96;97;0,072306
97;69;0,072412
98;51;0,074887
99;33;0,080240
100;26;0,085347
2;72;0,475742
97;70;0,072919
96;98;0,071773
98;52;0,074535
99;34;0,082736
100;27;0,083218
97;71;0,073113
98;53;0,074406
96;99;0,071961
100;28;0,082273
99;35;0,082820
100;29;0,083211
98;54;0,072628
97;72;0,072507
96;100;0,071994
99;36;0,078593
100;30;0,080835
98;55;0,069676
97;73;0,072014
99;37;0,073537
100;31;0,081417
99;38;0,079693
98;56;0,073044
97;74;0,072369
100;32;0,084662
99;39;0,076703
100;33;0,080995
98;57;0,073435
97;75;0,072957
99;40;0,079304
98;58;0,073610
100;34;0,082049
97;76;0,073394
98;59;0,074932
97;77;0,072464
99;41;0,080478
100;35;0,081333
98;60;0,071818
97;78;0,073776
99;42;0,081263
100;36;0,078734
98;61;0,071352
97;79;0,072097
99;43;0,080342
98;62;0,073985
100;37;0,075607
98;63;0,073293
97;80;0,073243
99;44;0,079434
100;38;0,079488
98;64;0,072879
99;45;0,079742
97;81;0,072498
100;39;0,077857
98;65;0,072686
99;46;0,078361
100;40;0,078001
97;82;0,072398
98;66;0,073191
99;47;0,077322
100;41;0,079169
98;67;0,072508
97;83;0,072142
99;48;0,076480
98;68;0,073736
100;42;0,080360
97;84;0,070899
98;69;0,071898
99;49;0,076881
100;43;0,080744
98;70;0,072231
97;85;0,069084
99;50;0,076287
100;44;0,079332
98;71;0,072903
97;86;0,071648
99;51;0,074707
98;72;0,072171
100;45;0,079216
97;87;0,071211
98;73;0,071903
99;52;0,072687
100;46;0,078830
97;88;0,071402
98;74;0,071859
97;89;0,071924
99;53;0,073738
100;47;0,077089
97;90;0,071588
98;75;0,072405
100;48;0,076804
99;54;0,071366
97;91;0,070902
100;49;0,077125
99;55;0,069466
98;76;0,072081
97;92;0,072877
99;56;0,072244
100;50;0,075820
98;77;0,071549
97;93;0,072863
100;51;0,076282
99;57;0,073362
97;94;0,071519
98;78;0,071880
100;52;0,075558
99;58;0,073289
97;95;0,072182
98;79;0,070593
100;53;0,076809
99;59;0,073136
100;54;0,074850
97;96;0,071650
98;80;0,071275
99;60;0,073027
100;55;0,072323
97;97;0,071752
98;81;0,071165
100;56;0,075949
99;61;0,070264
97;98;0,070244
100;57;0,075110
98;82;0,070508
99;62;0,073306
97;99;0,071985
98;83;0,069836
100;58;0,075836
99;63;0,073645
97;100;0,070763
100;59;0,074054
98;84;0,070026
100;60;0,073381
99;64;0,074473
98;85;0,068183
99;65;0,073692
100;61;0,070662
99;66;0,074432
100;62;0,073990
98;86;0,069903
99;67;0,075014
100;63;0,073766
98;87;0,070230
99;68;0,074850
100;64;0,075036
98;88;0,070690
99;69;0,073864
100;65;0,072924
98;89;0,071504
99;70;0,074437
100;66;0,074064
98;90;0,070630
100;67;0,073193
99;71;0,074482
98;91;0,069042
99;72;0,074032
100;68;0,072845
98;92;0,072442
99;73;0,073596
100;69;0,072166
98;93;0,071767
99;74;0,073476
100;70;0,071504
99;75;0,073966
98;94;0,071158
100;71;0,072172
99;76;0,073930
100;72;0,071956
98;95;0,071216
99;77;0,074051
100;73;0,071343
98;96;0,071412
100;74;0,071539
99;78;0,073395
98;97;0,070965
100;75;0,071914
99;79;0,072307
98;98;0,070002
100;76;0,071643
99;80;0,072311
98;99;0,069584
99;81;0,071794
100;77;0,071726
98;100;0,070110
99;82;0,069801
100;78;0,071769
99;83;0,071276
100;79;0,070864
99;84;0,069729
100;80;0,071360
99;85;0,068330
100;81;0,070758
99;86;0,070463
100;82;0,069974
99;87;0,070473
100;83;0,070286
99;88;0,070677
100;84;0,069590
99;89;0,070736
100;85;0,067337
99;90;0,070206
100;86;0,070140
99;91;0,069319
100;87;0,070169
99;92;0,072056
100;88;0,069405
99;93;0,071197
100;89;0,070108
99;94;0,070727
100;90;0,069339
100;91;0,068241
99;95;0,070355
100;92;0,070107
99;96;0,069588
99;97;0,069558
100;93;0,069350
99;98;0,068637
100;94;0,069121
99;99;0,068365
100;95;0,068531
99;100;0,067941
100;96;0,068397
100;97;0,068175
100;98;0,068051
100;99;0,067584
100;100;0,067519
2;73;0,476245
1;36;0,494691
2;74;0,476908
2;75;0,477578
1;37;0,494785
2;76;0,478079
2;77;0,478688
1;38;0,495104
2;78;0,479130
2;79;0,479449
1;39;0,495304
2;80;0,479812
2;81;0,480345
1;40;0,495420
2;82;0,480912
2;83;0,481486
1;41;0,495480
2;84;0,482278
2;85;0,482370
1;42;0,495521
2;86;0,482696
2;87;0,482915
1;43;0,495892
2;88;0,483171
2;89;0,483487
1;44;0,495937
2;90;0,483685
2;91;0,483929
1;45;0,496140
2;92;0,484526
2;93;0,484842
1;46;0,496253
2;94;0,485101
2;95;0,485390
1;47;0,496289
2;96;0,485730
2;97;0,485883
1;48;0,496472
2;98;0,486204
2;99;0,486407
1;49;0,496508
2;100;0,486696
1;50;0,496703
1;51;0,496725
1;52;0,496768
1;53;0,496871
1;54;0,496972
1;55;0,497210
1;56;0,497222
1;57;0,497228
1;58;0,497440
1;59;0,497457
1;60;0,497509
1;61;0,497536
1;62;0,497550
1;63;0,497553
1;64;0,497714
1;65;0,497715
1;66;0,497726
1;67;0,497739
1;68;0,497784
1;69;0,497823
1;70;0,497833
1;71;0,497918
1;72;0,497919
1;73;0,497931
1;74;0,497940
1;75;0,497977
1;76;0,497981
1;77;0,498203
1;78;0,498212
1;79;0,498216
1;80;0,498273
1;81;0,498277
1;82;0,498357
1;83;0,498381
1;84;0,498396
1;85;0,498396
1;86;0,498396
1;87;0,498397
1;88;0,498397
1;89;0,498414
1;90;0,498416
1;91;0,498418
1;92;0,498506
1;93;0,498511
1;94;0,498521
1;95;0,498524
1;96;0,498541
1;97;0,498542
1;98;0,498549
1;99;0,498550
1;100;0,498578
